date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:59	76479/76479	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:46:58%20GMT	https://www.bancopatagonia.com.ar/personas/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/index.html	(from )
19:47:01	42946/42946	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:01%20GMT	https://www.bancopatagonia.com.ar/canales-de-atencion/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/canales-de-atencion/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:02	43204/43204	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:02%20GMT	https://www.bancopatagonia.com.ar/ayuda/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/ayuda/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:03	52201/52201	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:03%20GMT	https://www.bancopatagonia.com.ar/nyps/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:03	570/570	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:00%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-NL73B44	/home/victor/websites/patagonia/www.googletagmanager.com/ns5408.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:04	53980/53980	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:04%20GMT	https://www.bancopatagonia.com.ar/pyme/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:05	53469/53469	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:05%20GMT	https://www.bancopatagonia.com.ar/agro/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/agro/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:06	52282/52282	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:06%20GMT	https://www.bancopatagonia.com.ar/empresas/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/empresas/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:07	42364/42364	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:07%20GMT	https://www.bancopatagonia.com.ar/sector-publico/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/sector-publico/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:07	952/952	---M--	200	added ('OK')	text/html	etag:%223b8-6199e26fe6f80%22	https://tunuevacuenta.bancopatagonia.com.ar/?utm_source=sitiowebbp&utm_medium=sitiowebbp%20banner%20home&utm_campaign=onboarding_sitiowebp_bannerhome	/home/victor/websites/patagonia/tunuevacuenta.bancopatagonia.com.ar/indexe0b0.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:08	42584/42584	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:08%20GMT	https://www.bancopatagonia.com.ar/institucional/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/institucional/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:10	52017/52017	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:10%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:11	52111/52111	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:11%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:11	35937/35937	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:09%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.php	/home/victor/websites/patagonia/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.php	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:12	53087/53087	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:12%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:13	48878/48878	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:13%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:14	58982/58982	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:14%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:15	64332/64332	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:15%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:16	52992/52992	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:16%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:17	122503/122503	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:17%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:18	108585/108585	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:18%20GMT	https://www.bancopatagonia.com.ar/patagoniaon/index.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/patagoniaon/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:19	55033/55033	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:19%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:20	191853/191853	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:20%20GMT	https://www.bancopatagonia.com.ar/personas/apple-pay.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/apple-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:21	45440/45440	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:21%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:22	47533/47533	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:22%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:23	47434/47434	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:23%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:24	191286/191286	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:24%20GMT	https://www.bancopatagonia.com.ar/personas/google-pay.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/google-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:25	46275/46275	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:25%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:26	60379/60379	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:26%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:27	47496/47496	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:27%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:28	45994/45994	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:28%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:29	45777/45777	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:29%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:30	61446/61446	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:30%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:31	54117/54117	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:31%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:32	51678/51678	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:32%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:33	50063/50063	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:33%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:34	57577/57577	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:34%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:35	62932/62932	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:35%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:36	51554/51554	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:36%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:37	121417/121417	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:37%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:38	52624/52624	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:38%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:39	60027/60027	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:39%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:40	44539/44539	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:40%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
